workload,intensity,n_gpus,stress_tag,policy,policy_type,ablation,oracle_gap_jct,avg_jct,p95_jct,p99_jct,slowdown_mean,slowdown_p95,sla,gpu_utilization,energy_kwh,queue_len_mean,queue_len_max,queue_exploded,jct_cv,fairness_jain,action_entropy
base,medium,4,normal,StaticEqual,heuristic,none,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.0544586259063626,0.9774473712674133,4.8215972222218655,46.517577515074656,99.33333333333333,0.0,0.5430013993617459,0.7722803533049561,0.0
base,medium,4,normal,StaticPriority,heuristic,none,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540736,1.0357267226797455,0.12801224539423997,0.9795512619456189,4.820810185184833,48.990920811779546,100.33333333333333,0.0,0.5430013993617459,0.7722803533049559,0.0
base,medium,4,normal,EDF,heuristic,none,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540736,1.0357267226797455,0.05067008284405536,0.9820714821047409,4.819560185184855,40.19892368679453,89.33333333333333,0.0,0.5430013993617459,0.7722803533049561,0.0
base,medium,4,normal,SRPT,heuristic,none,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.2507599299461502,0.9725313056511958,4.823773148147815,30.86449783477121,72.0,0.0,0.5430013993617459,0.7722803533049559,0.0
base,medium,4,normal,DynamicHeuristic,heuristic,none,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.04899414503204566,0.980485508872294,4.820486111110758,46.32622949890006,96.0,0.0,0.5430013993617459,0.7722803533049559,0.0
base,medium,4,normal,RLMetaDQN,rl,baseline,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.04847710038791501,0.9757323405717314,4.822337962962629,45.85402999101532,99.0,0.0,0.5430013993617459,0.7722803533049561,1.6092537131551816
base,medium,4,normal,RLMetaDQN,rl,no_intensity,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.05170417213231667,0.9777748435871279,4.821643518518172,42.23531361024075,90.33333333333333,0.0,0.5430013993617459,0.7722803533049559,1.591775161558589
base,medium,4,normal,RLMetaDQN,rl,no_workload,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.053402323281213825,0.9782174736491697,4.821319444444111,40.0187346754726,89.33333333333333,0.0,0.5430013993617459,0.7722803533049561,1.6016440943149572
base,medium,4,normal,RLMetaDQN,rl,no_queue_feat,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540736,1.0357267226797455,0.05067008284405536,0.9820714821047409,4.819560185184855,40.19892368679453,89.33333333333333,0.0,0.5430013993617459,0.7722803533049561,1.6092000007629395
base,medium,4,normal,RLMetaDQN,rl,no_gpu_feat,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.05067008284405536,0.9759622521685906,4.822106481481153,45.74814377829072,98.66666666666667,0.0,0.5430013993617457,0.7722803533049561,1.6092537284167305
base,high,4,stress_high,StaticEqual,heuristic,none,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.02958754251003566,0.9880568282058283,8.972986111110218,104.41632333701068,214.0,0.6666666666666666,0.5397795705296772,0.774356170115294,0.0
base,high,4,stress_high,StaticPriority,heuristic,none,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.04204179786359535,0.9856830147193758,8.975023148147255,107.57652856836681,215.33333333333334,0.6666666666666666,0.5397795705296772,0.7743561701152942,0.0
base,high,4,stress_high,EDF,heuristic,none,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.025696863431386652,0.9884485701295752,8.972754629628684,92.28850482471269,196.66666666666666,0.3333333333333333,0.5397795705296772,0.7743561701152942,0.0
base,high,4,stress_high,SRPT,heuristic,none,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.15573000146115176,0.9888623345201896,8.972337962962051,69.96986224185748,167.0,0.0,0.5397795705296772,0.7743561701152943,0.0
base,high,4,stress_high,DynamicHeuristic,heuristic,none,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.02881212822889444,0.9856124261454894,8.975069444443553,104.60449642232207,209.33333333333334,0.6666666666666666,0.5397795705296772,0.7743561701152942,0.0
base,high,4,stress_high,RLMetaDQN,rl,baseline,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.031145174908789555,0.9908326508801073,8.970763888887966,93.65421589261098,197.0,0.3333333333333333,0.5397795705296772,0.7743561701152942,1.4934169800875463
base,high,4,stress_high,RLMetaDQN,rl,no_intensity,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.031145174908789555,0.9879719256017387,8.972986111110222,93.5918550613474,197.0,0.3333333333333333,0.5397795705296772,0.7743561701152942,1.5475851796732638
base,high,4,stress_high,RLMetaDQN,rl,no_workload,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.022581598633878864,0.9900973940155233,8.971458333332414,92.50568982102025,196.33333333333334,0.3333333333333333,0.5397795705296772,0.7743561701152943,1.2793617154479262
base,high,4,stress_high,RLMetaDQN,rl,no_queue_feat,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.025696863431386652,0.9884485701295752,8.972754629628684,92.28850482471269,196.66666666666666,0.3333333333333333,0.5397795705296772,0.7743561701152942,1.6078886985778809
base,high,4,stress_high,RLMetaDQN,rl,no_gpu_feat,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.031145174908789555,0.987797554618719,8.973171296295371,93.35771098387481,196.66666666666666,0.3333333333333333,0.5397795705296772,0.7743561701152942,1.4875356211889192
base,medium,16,normal,StaticEqual,heuristic,none,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.7309950288890291,0.8459418370398001,4.503032407407382,5.246398171972615,18.333333333333332,0.0,0.5430013993617459,0.7722803533049561,0.0
base,medium,16,normal,StaticPriority,heuristic,none,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.796076014038829,0.8535677535614088,4.501874999999977,5.497390605557336,19.333333333333332,0.0,0.5430013993617459,0.7722803533049561,0.0
base,medium,16,normal,EDF,heuristic,none,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.8269733042455533,0.8301469291456226,4.505578703703679,3.795993850165773,15.333333333333334,0.0,0.5430013993617459,0.7722803533049561,0.0
base,medium,16,normal,SRPT,heuristic,none,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.8714525885552211,0.83609533526604,4.504699074074052,3.5412655144699294,14.666666666666666,0.0,0.5430013993617459,0.7722803533049559,0.0
base,medium,16,normal,DynamicHeuristic,heuristic,none,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540736,1.0357267226797455,0.8177424936458165,0.8479210452284488,4.502800925925897,3.9927985739898144,15.333333333333334,0.0,0.5430013993617459,0.7722803533049561,0.0
base,medium,16,normal,RLMetaDQN,rl,baseline,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.8166280271517125,0.8355632131820304,4.504791666666647,3.7597562139075436,15.0,0.0,0.5430013993617459,0.7722803533049559,1.6077691638739882
base,medium,16,normal,RLMetaDQN,rl,no_intensity,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.8023112392469912,0.8328464919968687,4.5051157407407105,4.764957289189469,18.0,0.0,0.5430013993617459,0.7722803533049561,1.6088491978353137
base,medium,16,normal,RLMetaDQN,rl,no_workload,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.8117028042584136,0.8356359243915406,4.504791666666645,3.76430970743855,15.0,0.0,0.5430013993617459,0.7722803533049559,1.6009432340256244
base,medium,16,normal,RLMetaDQN,rl,no_queue_feat,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.8714525885552211,0.83609533526604,4.504699074074052,3.5412655144699294,14.666666666666666,0.0,0.5430013993617459,0.7722803533049559,1.60716712474823
base,medium,16,normal,RLMetaDQN,rl,no_gpu_feat,0.0,474.8235150384291,867.8333333333334,892.9833333333332,1.0100342637540738,1.0357267226797455,0.813815409508711,0.8371691757365433,4.504374999999978,4.296962941082776,16.333333333333332,0.0,0.5430013993617459,0.7722803533049561,1.609223702702275
base,high,16,stress_high,StaticEqual,heuristic,none,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.13391154789510493,0.9331913097359665,8.366504629629313,53.732415028912136,118.33333333333333,0.0,0.5397795705296772,0.7743561701152942,0.0
base,high,16,stress_high,StaticPriority,heuristic,none,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.40657462525918714,0.925629396727147,8.36849537037005,55.35777654930917,122.33333333333333,0.0,0.5397795705296772,0.7743561701152942,0.0
base,high,16,stress_high,EDF,heuristic,none,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.22090584717244824,0.932823293878501,8.366643518518208,43.96319708369625,107.0,0.0,0.5397795705296772,0.7743561701152943,0.0
base,high,16,stress_high,SRPT,heuristic,none,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.5808367157323661,0.930511727255555,8.367337962962655,33.04228742273557,77.33333333333333,0.0,0.5397795705296772,0.7743561701152943,0.0
base,high,16,stress_high,DynamicHeuristic,heuristic,none,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.2300484187772502,0.9269843894574522,8.368171296295975,47.80125422059127,111.33333333333333,0.0,0.5397795705296772,0.7743561701152942,0.0
base,high,16,stress_high,RLMetaDQN,rl,baseline,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.14753539389193945,0.9222922428215914,8.369050925925615,45.440935542788054,106.66666666666667,0.0,0.5397795705296772,0.7743561701152943,1.5759764351587202
base,high,16,stress_high,RLMetaDQN,rl,no_intensity,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.14501139363763213,0.927358739744895,8.367893518518217,45.87907837988792,107.0,0.0,0.5397795705296772,0.7743561701152943,1.5995947465020104
base,high,16,stress_high,RLMetaDQN,rl,no_workload,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.22090584717244824,0.932823293878501,8.366643518518208,43.96319708369625,107.0,0.0,0.5397795705296772,0.7743561701152943,1.4849254917742842
base,high,16,stress_high,RLMetaDQN,rl,no_queue_feat,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.5808367157323661,0.930511727255555,8.367337962962655,33.04228742273557,77.33333333333333,0.0,0.5397795705296772,0.7743561701152943,1.6078211069107056
base,high,16,stress_high,RLMetaDQN,rl,no_gpu_feat,0.0,473.5329327992879,859.5833333333334,891.9333333333334,1.0100652294547172,1.0381244749921936,0.13878153327243342,0.9272683306369262,8.367939814814507,45.78574737226828,107.33333333333333,0.0,0.5397795705296772,0.7743561701152943,1.5622295863802858
bursty,medium,4,normal,StaticEqual,heuristic,none,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980863,1.036974219663606,0.04132351552912301,0.9894572800849403,6.326458333332798,71.28087817882611,143.0,0.0,0.5420067661049575,0.7729093174086774,0.0
bursty,medium,4,normal,StaticPriority,heuristic,none,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980863,1.036974219663606,0.06974983479656377,0.9846280727030896,6.329282407406868,73.33494446140539,145.0,0.0,0.5420067661049575,0.7729093174086774,0.0
bursty,medium,4,normal,EDF,heuristic,none,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.03330123666572265,0.9843952752164995,6.329097222221706,62.27598544237329,130.33333333333334,0.0,0.5420067661049575,0.7729093174086774,0.0
bursty,medium,4,normal,SRPT,heuristic,none,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.15778155385632023,0.9801425372194909,6.3314120370365075,46.61568695277041,109.0,0.0,0.5420067661049575,0.7729093174086771,0.0
bursty,medium,4,normal,DynamicHeuristic,heuristic,none,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980863,1.036974219663606,0.03532143868592467,0.9850200785558716,6.329050925925386,71.52830328283999,140.0,0.0,0.5420067661049573,0.7729093174086774,0.0
bursty,medium,4,normal,RLMetaDQN,rl,baseline,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.03330123666572265,0.9843952752164995,6.329097222221706,62.27598544237329,130.33333333333334,0.0,0.5420067661049575,0.7729093174086774,1.6078777536722626
bursty,medium,4,normal,RLMetaDQN,rl,no_intensity,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.03330123666572265,0.9843952752164995,6.329097222221706,62.27598544237329,130.33333333333334,0.0,0.5420067661049575,0.7729093174086774,1.543565849996239
bursty,medium,4,normal,RLMetaDQN,rl,no_workload,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980863,1.036974219663606,0.03330123666572265,0.9851645083385767,6.32881944444392,62.28881192722623,130.33333333333334,0.0,0.5420067661049575,0.7729093174086774,1.5947156597481573
bursty,medium,4,normal,RLMetaDQN,rl,no_queue_feat,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.03330123666572265,0.9843952752164995,6.329097222221706,62.27598544237329,130.33333333333334,0.0,0.5420067661049575,0.7729093174086774,1.6045691967010498
bursty,medium,4,normal,RLMetaDQN,rl,no_gpu_feat,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.03330123666572265,0.9843952752164995,6.329097222221706,62.27598544237329,130.33333333333334,0.0,0.5420067661049575,0.7729093174086774,1.6074428194506227
bursty,high,4,stress_high,StaticEqual,heuristic,none,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.020186373205541324,0.9958703789463356,12.978078703702252,157.59153591379197,320.0,1.0,0.5270752592201688,0.7825799633651417,0.0
bursty,high,4,stress_high,StaticPriority,heuristic,none,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.018041346141959826,0.9943890763346331,12.979560185183713,162.58303135991585,321.6666666666667,1.0,0.5270752592201688,0.7825799633651416,0.0
bursty,high,4,stress_high,EDF,heuristic,none,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.01932839726611982,0.991591211506241,12.983263888887443,139.82395266479062,298.3333333333333,1.0,0.5270752592201688,0.7825799633651417,0.0
bursty,high,4,stress_high,SRPT,heuristic,none,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.09702887977757287,0.9922534022594859,12.98238425925779,107.95050719515594,262.6666666666667,1.0,0.527075259220169,0.7825799633651416,0.0
bursty,high,4,stress_high,DynamicHeuristic,heuristic,none,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.01833337239049793,0.9944258139210915,12.979513888887416,160.03901613181128,316.6666666666667,1.0,0.527075259220169,0.7825799633651417,0.0
bursty,high,4,stress_high,RLMetaDQN,rl,baseline,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.01932839726611982,0.991591211506241,12.983263888887443,139.82395266479062,298.3333333333333,1.0,0.5270752592201688,0.7825799633651417,1.4091342469209251
bursty,high,4,stress_high,RLMetaDQN,rl,no_intensity,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.01932839726611982,0.991591211506241,12.983263888887443,139.82395266479062,298.3333333333333,1.0,0.5270752592201688,0.7825799633651417,1.5023608737516632
bursty,high,4,stress_high,RLMetaDQN,rl,no_workload,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.015348297763632258,0.9923537670146002,12.982106481480004,140.00210481054964,298.3333333333333,1.0,0.5270752592201688,0.7825799633651417,1.2329016247763525
bursty,high,4,stress_high,RLMetaDQN,rl,no_queue_feat,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.01932839726611982,0.991591211506241,12.983263888887443,139.82395266479062,298.3333333333333,1.0,0.5270752592201688,0.7825799633651417,1.6091601848602295
bursty,high,4,stress_high,RLMetaDQN,rl,no_gpu_feat,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.02032939826712082,0.993102693952412,12.981458333331874,140.07522226738132,298.3333333333333,1.0,0.5270752592201688,0.7825799633651416,1.3903961548536221
bursty,medium,16,normal,StaticEqual,heuristic,none,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.23550080241669025,0.9147681575363423,5.9024768518517385,25.01869818167172,59.666666666666664,0.0,0.5420067661049575,0.7729093174086774,0.0
bursty,medium,16,normal,StaticPriority,heuristic,none,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.44146889455300675,0.9323544944010146,5.899976851851733,26.88914841005391,62.666666666666664,0.0,0.5420067661049575,0.7729093174086774,0.0
bursty,medium,16,normal,EDF,heuristic,none,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.38628150665533845,0.9137589677085818,5.9024768518517385,19.13405776980044,50.333333333333336,0.0,0.5420067661049575,0.7729093174086773,0.0
bursty,medium,16,normal,SRPT,heuristic,none,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980863,1.036974219663606,0.5940828849240064,0.9069016799955922,5.903865740740628,15.463573684287702,41.0,0.0,0.5420067661049575,0.7729093174086771,0.0
bursty,medium,16,normal,DynamicHeuristic,heuristic,none,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.3726347588029831,0.9133414883352692,5.902615740740625,20.341971043069886,50.0,0.0,0.5420067661049575,0.7729093174086774,0.0
bursty,medium,16,normal,RLMetaDQN,rl,baseline,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.38628150665533845,0.9137589677085818,5.9024768518517385,19.13405776980044,50.333333333333336,0.0,0.5420067661049575,0.7729093174086773,1.6053643204697003
bursty,medium,16,normal,RLMetaDQN,rl,no_intensity,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.38628150665533845,0.9137589677085818,5.9024768518517385,19.13405776980044,50.333333333333336,0.0,0.5420067661049575,0.7729093174086773,1.6022081537732509
bursty,medium,16,normal,RLMetaDQN,rl,no_workload,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.39072595109978286,0.9077492151467134,5.903587962962845,18.99117951719217,50.0,0.0,0.5420067661049575,0.7729093174086774,1.604821771293756
bursty,medium,16,normal,RLMetaDQN,rl,no_queue_feat,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.38628150665533845,0.9137589677085818,5.9024768518517385,19.13405776980044,50.333333333333336,0.0,0.5420067661049575,0.7729093174086773,1.5991166830062866
bursty,medium,16,normal,RLMetaDQN,rl,no_gpu_feat,0.0,468.7303219106957,861.8333333333334,893.1166666666667,1.0099682908980865,1.036974219663606,0.38628150665533845,0.9137589677085818,5.9024768518517385,19.13405776980044,50.333333333333336,0.0,0.5420067661049575,0.7729093174086773,1.6072666031551899
bursty,high,16,stress_high,StaticEqual,heuristic,none,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.06720818856586717,0.9598569735296434,12.100949074073474,105.63033993563846,224.66666666666666,0.6666666666666666,0.5270752592201688,0.7825799633651416,0.0
bursty,high,16,stress_high,StaticPriority,heuristic,none,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.23189208604012757,0.9611794381213862,12.100393518517917,110.49446686240633,230.66666666666666,1.0,0.5270752592201688,0.7825799633651417,0.0
bursty,high,16,stress_high,EDF,heuristic,none,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.08257441470563677,0.9644637573177635,12.099467592591992,90.6960771079361,207.33333333333334,0.3333333333333333,0.5270752592201688,0.7825799633651417,0.0
bursty,high,16,stress_high,SRPT,heuristic,none,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.3443230487097447,0.9587420160850467,12.101319444443847,68.74700254672861,163.66666666666666,0.0,0.527075259220169,0.7825799633651417,0.0
bursty,high,16,stress_high,DynamicHeuristic,heuristic,none,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.08228238845709866,0.9601238040944097,12.100763888888276,100.15374994541732,214.0,0.6666666666666666,0.527075259220169,0.7825799633651417,0.0
bursty,high,16,stress_high,RLMetaDQN,rl,baseline,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.08257441470563677,0.9644637573177635,12.099467592591992,90.6960771079361,207.33333333333334,0.3333333333333333,0.5270752592201688,0.7825799633651417,1.524729010128814
bursty,high,16,stress_high,RLMetaDQN,rl,no_intensity,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.08257441470563677,0.9644637573177635,12.099467592591992,90.6960771079361,207.33333333333334,0.3333333333333333,0.5270752592201688,0.7825799633651417,1.5623168235873426
bursty,high,16,stress_high,RLMetaDQN,rl,no_workload,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.08257441470563677,0.9644637573177635,12.099467592591992,90.6960771079361,207.33333333333334,0.3333333333333333,0.5270752592201688,0.7825799633651417,1.4064895319859894
bursty,high,16,stress_high,RLMetaDQN,rl,no_queue_feat,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.08257441470563677,0.9644637573177635,12.099467592591992,90.6960771079361,207.33333333333334,0.3333333333333333,0.5270752592201688,0.7825799633651417,1.608942985534668
bursty,high,16,stress_high,RLMetaDQN,rl,no_gpu_feat,0.0,479.42420407376085,859.5,891.2166666666667,1.0096137371935867,1.0358490514723249,0.07749827257365707,0.9579037503354481,12.101689814814213,90.11735765696291,207.33333333333334,0.3333333333333333,0.5270752592201688,0.7825799633651417,1.4273610318681904
